author	ntokens	year_of_birth
Mrs Jen	14194	1981
ÖnskaTroHoppas	14076	1981
Sonaten	14039	1981
Lycklig Jessica	13873	1981
saile	13846	1981
Persika80	13838	1981
Finskorpan	13691	1981
Doa	13657	1981
CAL	13624	1981
Bosco	13604	1981
Oktoberbebis	13474	1981
Maara	13429	1981
HoneyBee	13354	1981
FrogSandra	13319	1981
Laloo	13307	1981
Silverjag	13302	1981
jessicaskärlekar	13205	1981
friper	13186	1981
lilleva80	13140	1981
Minus	13086	1981
memilsmamma	13007	1981
Bappen	12964	1981
Metalmom	12929	1981
Höstvind	12891	1981
Lotta80	12865	1981
Lingu80	12783	1981
Elmyra	12743	1981
myzz	12695	1981
Superolga	12574	1981
Somsom	12477	1981
Chattisen	12474	1981
Gostosa	12385	1981
TvåBusar	12354	1981
kristina	12217	1981
ennairam80	12097	1981
Maria1971	11793	1981
BagarMilla	11770	1981
Pluss	11719	1981
Rizzla	11560	1981
storstrumpan	11444	1981
JT80	11432	1981
mamma0005	11404	1981
meicc	11386	1981
DonnaLisa	11377	1981
Trojan Rudeboy	11359	1981
druvans	11347	1981
minili	11223	1981
Frijon	10940	1981
Adore26	10927	1981
Russinet	10837	1981
Killekille34	10693	1981
Agatha	10470	1981
ErikaST80	10427	1981
lillnageln	10421	1981
misspoison	10369	1981
Mutter80	10283	1981
druvan52	10245	1981
Jigga	10178	1981
Cerenna	10166	1981
stefansoder80	10088	1981
annthos	10031	1981
bmbengtsson	10021	1981
MiniLi	10014	1981
Digestive	1211552	1982
idiblon	949939	1982
bambigirl	657992	1982
kixan	648993	1982
solstraalen	602930	1982
PumpkinQueen	459615	1982
Moomin	418858	1982
Insatt	417061	1982
Kaosmamma	394562	1982
ModestyB	386518	1982
SuzR	379926	1982
skruttis11	373337	1982
Studentpappa	370116	1982
skånegås	349029	1982
mariaheterjag	338314	1982
Aleksandra Barnmorska	331029	1982
LokesMammi	324037	1982
Pärlan81	307118	1982
zitis81	286519	1982
Fridapida	249525	1982
Ingram	248145	1982
sara1981	231400	1982
Anna81	229571	1982
Xay1de	226834	1982
jazmine25	224711	1982
leyley	223836	1982
Bejje	215014	1982
Smuliz	202629	1982
seadwarf	201008	1982
sweasmamma	200538	1982
msmalin	200153	1982
Mitti	195719	1982
Eleonor01	178880	1982
Mamma Tes	174066	1982
honeybunches	167924	1982
Svampp	167359	1982
maria8109	162813	1982
kattengustav	154105	1982
junimagi	151015	1982
Bebbo	150482	1982
Jenny81	149306	1982
Mantra	146700	1982
K Kalle	143189	1982
Corpset	141234	1982
sursocka	130019	1982
1982	129545	1982
HelenFr	125652	1982
solrosen81	123796	1982
BitchigaBea	123721	1982
Catja3	122778	1982
Fangoria	122567	1982
helena1981	119397	1982
Emma N	119232	1982
Lilaa	117887	1982
Diana P	116784	1982
miamartini	116208	1982
Norpan81	115065	1982
Stella81	113810	1982
myspysan	113742	1982
Nikki81	109917	1982
Känslan	107586	1982
81missan	102254	1982
The Viksan	97360	1982
UmeåElin	96244	1982
Kanejl	94434	1982
Jeanette81	93473	1982
hemligt gravid	92634	1982
Moa Li	92280	1982
Lillstrumpa	91443	1982
MissKS	89964	1982
MG1981	87309	1982
Fiiaaa	86907	1982
Grävlingen	85384	1982
MissSindra	85376	1982
Akira Öken	85107	1982
Catox9	84767	1982
linedja	84019	1982
lenabolin	81154	1982
Mållgan	80375	1982
foxy	79706	1982
Juni 06	78947	1982
jannovich	78934	1982
Smulanpus	78655	1982
min lilla groda	77241	1982
Månskugga	76812	1982
isablo	75682	1982
Amandia	75609	1982
MeAndBaby	75564	1982
JuliaIsabella	73557	1982
Cacan	73415	1982
mamman2008	73280	1982
Snowieflickan	73157	1982
MammaBecca	72790	1982
Mariella81	70750	1982
Åja81	70525	1982
Lucyinthesky	68825	1982
Empan81	68786	1982
Pepsikatten	67020	1982
spirituality	64853	1982
Kary	64210	1982
Tjoflöjt	63464	1982
guld lock	63445	1982
hoppfull idag	63170	1982
Mem3	63005	1982
Miffy	62774	1982
Saucy	62545	1982
Maho81	62150	1982
Fyrklovern	61734	1982
September2009	61440	1982
2barnsmorsa	60269	1982
sofie27	60199	1982
Sarah81	59708	1982
EricaN81	58248	1982
Mandy1981	57371	1982
krissa	56559	1982
Musetti	56535	1982
Fru H 81	56367	1982
bonsai	56182	1982
Annisens81	55206	1982
Malo	54785	1982
Älskade Neo	53922	1982
Nanna81	52605	1982
Södermalmsbönan	52418	1982
eldflugan	52249	1982
MrsJ	52236	1982
lilsis	51380	1982
Elsa o jag	51326	1982
lokis	50643	1982
LillaNovaK	50634	1982
orpan	49761	1982
Tvåbarnsmamman81	49650	1982
Fru Lillstrumpa	49558	1982
SaraLj	48999	1982
morguse	48827	1982
haptic	48576	1982
AvalonC	47786	1982
lillaknytet	46706	1982
katzon	46651	1982
Gutan	46118	1982
emilou77	46010	1982
Colourful	45381	1982
mammatillFelix	44872	1982
BELLAm2	44277	1982
ztarshine	43985	1982
Alfonsmamman	43369	1982
lindab	42473	1982
svarta	42454	1982
Kiwi10	42163	1982
james	41621	1982
jinxy	40393	1982
stumpan81	39861	1982
ssa123	39832	1982
Skumbollen	39804	1982
Smilla	39016	1982
Catasita81	38363	1982
Zamina	37971	1982
HWikström	37333	1982
skinny	37331	1982
7feb	37234	1982
HJ81	36940	1982
Once	36850	1982
student	36266	1982
Lotus09	36218	1982
HokusPokus	36019	1982
MigSjälv	35891	1982
Lina W	35787	1982
sagoslott	35741	1982
Fru Plommon81	35544	1982
Samboo	35269	1982
Micka!	35093	1982
Seb81	34127	1982
Lione81	33904	1982
Saara	33873	1982
FannyB	33257	1982
MrsEnglund	32803	1982
slapback	32517	1982
minitrollet	32003	1982
Lilla Lycka	31965	1982
Aroma	31835	1982
Minnon	31607	1982
Ekstrumpa	31537	1982
lottsan	31420	1982
flashieangel	31224	1982
Kajsa81	30679	1982
EvaChristina	30570	1982
Stjärnfall	30566	1982
Lissy81	30371	1982
skatergirl81	30203	1982
Alexia06	29794	1982
Fia81	29730	1982
Tirun	29700	1982
LiteniAugusti	29656	1982
rainbowbrite	29069	1982
Raggarflickan	28744	1982
smulan1981	28642	1982
Pebble	28622	1982
LiZa81	28067	1982
Klantus	27779	1982
sofiedellholm	27686	1982
TheldaZelda	27557	1982
Lunas	27532	1982
Sockerkakan81	27243	1982
Kamilla	26969	1982
Mammatezz81	26384	1982
CA81	26321	1982
Bobido	26261	1982
mammaaug	26125	1982
Limazzin	26113	1982
björneochsnigel	25924	1982
Goklumpen	25883	1982
Linda3	25714	1982
eiramis	25594	1982
Lottans	25515	1982
Lindatmw	25363	1982
Tussilago6	25251	1982
Mojzan	25162	1982
Cånrad	25123	1982
Äntligenvi	24815	1982
anka och uggla	24616	1982
annemi	24354	1982
Snutteplutt	24319	1982
Fjärilen	24144	1982
hallåja	23867	1982
NollSjuTjugo	23685	1982
Izamoon	23579	1982
Lillkillensmamma	23514	1982
Margit	23513	1982
Tussen06	23443	1982
Memmal	23404	1982
vildovacker1	23186	1982
La gartija	22917	1982
wallis	22626	1982
Ida o Olivia	22580	1982
darkisen	22380	1982
panter	22049	1982
Smila	21876	1982
ikapika81	21831	1982
HemligeArne	21651	1982
Majbaby2011	21240	1982
somanjot	20734	1982
Saralainen	20668	1982
Zagis	20652	1982
Mamma till V	20581	1982
MissC24	20557	1982
prinsessanTyra	20536	1982
BBQ	20434	1982
jesslaw	20385	1982
Tesssi	20368	1982
Selina04	20195	1982
Ellinora	20089	1982
RapidAngel	20033	1982
totte38	19978	1982
Anna Panna 81	19737	1982
Lumlan	19707	1982
Vilja81	19604	1982
lillalitenjag	19579	1982
dream81	19338	1982
Tiinuli	19207	1982
Vill bli fler	19134	1982
Sussiek	18957	1982
Ina81	18809	1982
Titti	18631	1982
Dalhia	18342	1982
smufflan	18128	1982
eriXa	18077	1982
Tillata	17718	1982
annalena81	17712	1982
LadyC	17683	1982
malre	17676	1982
LindaJEA	17296	1982
Jandy	17105	1982
brandynova	16943	1982
JennieAnderson	16898	1982
Småland	16756	1982
Theresa28	16741	1982
Nellie81	16738	1982
Loppan25	16626	1982
xxMollyxx	16582	1982
evaa	16532	1982
reptilina	16311	1982
niiiica	16304	1982
anniecaroline	16188	1982
Suzieq	16186	1982
Videunge	16082	1982
Always choklad	16044	1982
Annajosefina	15992	1982
To be or not to be	15961	1982
Desiderans	15804	1982
Skogisen	15756	1982
Mildamilda	15447	1982
fab	15439	1982
Ben10	15402	1982
LittelG	15294	1982
Myggan82	15234	1982
Soffy	15221	1982
Blomsterflickan	15194	1982
kamilla	15121	1982
Hellan	15057	1982
the W family	15036	1982
Jejja	14984	1982
Catha	14826	1982
Flicka81	14759	1982
Duvmamman	14693	1982
Precious	14619	1982
Guldkorn	14586	1982
Sirenia	14404	1982
anno81	14157	1982
alegria	14151	1982
PaLo	14105	1982
Lindex	14038	1982
Muminmamman 81	14004	1982
Millis81	13751	1982
Isavanna1	13731	1982
Tobben	13711	1982
esse	13549	1982
Längtar17	13182	1982
Thuss	13163	1982
linoa131	13093	1982
Lordia	13035	1982
Epona	12914	1982
daphne	12872	1982
bebis0307	12546	1982
Mickisen	12427	1982
Hollie	12349	1982
Längtan81	12320	1982
Hannah1981	12237	1982
Sassilina	12215	1982
xenastina	12192	1982
tovida	12172	1982
laetitia81	11871	1982
djevojka	11831	1982
LottaU	11801	1982
Nillan81	11694	1982
Sissily	11686	1982
Karin81	11613	1982
grinchen	11590	1982
solemio	11450	1982
Iväntanpåivf	11348	1982
Klöverdam	11235	1982
nettis81	11187	1982
murremarre	11153	1982
Littlefriend	11090	1982
fjomsan	11049	1982
Nummer tre	11021	1982
MrMister82	10967	1982
Rosielou	10961	1982
81 an	10884	1982
Starline	10846	1982
Ida 1981	10753	1982
Pissarro2	10743	1982
Snobbas	10685	1982
Emmispemmis	10662	1982
nea med 2	10436	1982
lintiger	10393	1982
Fatumeh	10379	1982
Cupere	10364	1982
ejmy	10338	1982
Ikarozzz	10325	1982
emya	10244	1982
marija81	10241	1982
snusmumriken	10201	1982
Speeddevil	10189	1982
emmis82	10178	1982
iMitera	10161	1982
bumbie81	10012	1982
Beckah82	2107851	1983
mithrandil	687118	1983
Gladabarnensmamma	502336	1983
gosmamman	411000	1983
Carla82	395728	1983
Tant Groda	389452	1983
mikroE	369808	1983
StaffenAssar	313052	1983
anja1661	290076	1983
ceropegia	281154	1983
Tindrande	280960	1983
Floff	266515	1983
Lia och bäbisen	262400	1983
IsaCMoJs	247599	1983
Pjatt	238042	1983
Rona	232633	1983
LinneaJosie	230119	1983
hejsvej	227988	1983
IVFmamma	224210	1983
FL Lisa	222611	1983
Banana82	218765	1983
anyXX	210035	1983
gosis	176616	1983
Solrosen82	175439	1983
S a C	173540	1983
rosenkind	163420	1983
lerumstessan	160110	1983
prickelina	156537	1983
lilllinda	154601	1983
MariaJuj	152150	1983
Ellani	151269	1983
annroll	146673	1983
Moorii	146424	1983
Albasmamma	139748	1983
meesa	137849	1983
Sophie82	135636	1983
3 barns mor	135395	1983
svischan	134677	1983
Annie1982	132892	1983
Pyre på väg	131894	1983
zatori	129464	1983
PurJo	128535	1983
Busflickan	127711	1983
MeandHim	126713	1983
Längtan82	126189	1983
Anastasia	124815	1983
ingridlinnéa	124805	1983
timoteja00	124148	1983
Cam82	123276	1983
jaghetersophia	122187	1983
Superhero	121885	1983
Jon the papa	119526	1983
MissB	117090	1983
Jossa82	115789	1983
goatess82	112176	1983
Psychadelia	111279	1983
Svart ros	108955	1983
Dompans mamma	103005	1983
mariem	95616	1983
som en sol	94782	1983
Änglaflickan	93988	1983
Akilla	93749	1983
Carin82	93237	1983
Jamieolivia	93226	1983
chicopico	93078	1983
carlan	92858	1983
Annsiss	89773	1983
elwen	89638	1983
Ella Jade	87008	1983
M82	86676	1983
K Markatta	85662	1983
eviz08	84542	1983
LitenIsa	84519	1983
kossilalli	82649	1983
mal	81130	1983
Ollibolli	80725	1983
Älskar	79524	1983
mammasälskling	79168	1983
Anlin	77714	1983
Lotus	77079	1983
crocco	76578	1983
Shigo	75569	1983
Pillemajsan	75036	1983
nonayti	73621	1983
Pedalen	73484	1983
Aiva	72657	1983
deecember	70840	1983
Annika23	69262	1983
eliten	69061	1983
Kajsa K	68837	1983
NeMeAr	68814	1983
pabe	68169	1983
Norrtjejjen	67446	1983
Blondie82	67331	1983
FruLiniz	65670	1983
fantasy06	63796	1983
Nettan1982	63733	1983
linhall	63336	1983
2babiesmom	62966	1983
Kickilina	61997	1983
Sassa A	61675	1983
jenn82	60522	1983
Airona	60437	1983
Pion82	59552	1983
Mejasmorsa	59426	1983
Ja82	56665	1983
Jennski	56426	1983
emilsmamma	55915	1983
HelHel	55737	1983
lillzan	55718	1983
tideloo	55613	1983
MHK	55419	1983
irrbloss_83	54912	1983
Dianbobo	54636	1983
Humlansbebis	54393	1983
Misswiren	54321	1983
MiniStumpan	53233	1983
Caza	53224	1983
EnLitenSvamp	53129	1983
MammaNova	52378	1983
babydeluxe	52262	1983
challan82	52244	1983
Melike	52205	1983
silvanus	52168	1983
Jordgubben82	51980	1983
Lacrima	51172	1983
Thelma82	50911	1983
Knoza	48664	1983
ava adore	48188	1983
Cassidy	47603	1983
colanappen	47557	1983
joyride	47273	1983
Ängeln Casper	47236	1983
Ella82	46614	1983
heiden	45878	1983
pysselmajjo	45823	1983
heartgirl	45777	1983
Pilu	45697	1983
nur	45416	1983
MissWiren	44780	1983
Queenofice	44737	1983
Tillalamm	44442	1983
Zazz82	44292	1983
Liian	44248	1983
Helena och Axel	44192	1983
Lurpa	43879	1983
Krickelin med Naemi	43461	1983
FallenAngel	43236	1983
Gosegumman22	43206	1983
AEL	41982	1983
Crazy catlady	41616	1983
Mamma T	41321	1983
Rainbowbright	40834	1983
Tjohooo82	40373	1983
Nuno	40043	1983
Strumpemamma	39762	1983
Hermioney	39370	1983
joi	39118	1983
MyStyle	39018	1983
Anna123	38494	1983
Cathie	38075	1983
Heini	37454	1983
Anni01	37446	1983
Indy500	37432	1983
Heavenlie	37271	1983
MissFreckles	37193	1983
EmmePemme	37122	1983
chasmin	36980	1983
Sussi82	36288	1983
LadyLi	36130	1983
Lodjuret	36037	1983
Persikan	35642	1983
Velociped	35155	1983
Stoce	35119	1983
Fia 82	34829	1983
Tudor 05	34746	1983
godistroll	34177	1983
Flurran	33539	1983
LL2011	33308	1983
anchel	33152	1983
Sirba	33099	1983
Leeandra	32946	1983
Annie82	32092	1983
solrosen1	31887	1983
Nalli	31868	1983
Mamabear	31680	1983
Sousou	31677	1983
Maria1982	31578	1983
AlbicemammaR	30435	1983
Isa82	30231	1983
Limani	30063	1983
MiraJ	29896	1983
soff82	29889	1983
Texasthecat	29773	1983
Tramses	29770	1983
Mini 82	29416	1983
Elektra82	29379	1983
nattasmamma	29334	1983
Annielee	29318	1983
Darling82	28901	1983
Annsofie82	28649	1983
Michelle Ö	28426	1983
ekim	28113	1983
Alicia82	28022	1983
fiffilin	27975	1983
niotillfem	27907	1983
Tjingelingan	27782	1983
jEnNiK	27659	1983
Cocine	27543	1983
minismurfen	27512	1983
CissiS	27241	1983
Jossi82	27129	1983
Kappan	27081	1983
Lakritsglassen	26674	1983
enLitenEmma	26513	1983
anniebananie	26448	1983
blueberry4	26197	1983
JOJS	25694	1983
camcam1	25649	1983
SarahJ	25562	1983
Smirfas	25478	1983
ALM82	24980	1983
Blubban82	24951	1983
Skrollansmamma	24917	1983
Bonzan	24668	1983
knastintis	24505	1983
TEED	24428	1983
Nirak Gbg	24413	1983
längtans tider	23980	1983
hagge	23942	1983
jemlan	23919	1983
Tingeling82	23349	1983
MissEve	23147	1983
JennySofiMari	23136	1983
HEARM	22970	1983
Isabelle Kristin	22959	1983
Plommonben	22930	1983
Miss Piggy 82	22919	1983
Knorrisen	22570	1983
BFoktober2017	22080	1983
suck	21888	1983
lovemissen	21887	1983
Cumulus	21609	1983
SatuJonna	21521	1983
Nanook	21286	1983
sandiberu	21131	1983
Fanaya	21117	1983
Snåjtis	20989	1983
Litenskit	20949	1983
PiaSara	20638	1983
Vinterbarnet	20344	1983
mammamumin	20272	1983
Aurora82	20224	1983
Myggan01	20033	1983
hallonhopp	19950	1983
Snusann	19734	1983
trasis	19719	1983
mummy82	19386	1983
alessa	19355	1983
Mammamelle82	19033	1983
Joppalojna	18723	1983
Mallan 82	18696	1983
ssssssss8	18689	1983
darkwell82	18542	1983
vattenkanna	18482	1983
LitenD	18236	1983
Pingeling	18208	1983
Vapor	18058	1983
Paisana	17756	1983
Sarah32	17618	1983
Emola	17523	1983
Snoddass	16957	1983
smillis06	16917	1983
Sarah82	16794	1983
Stina1982	16353	1983
marriz99	16343	1983
juni2009	16180	1983
LeeLoo82	16169	1983
EnLitenFlicka	16168	1983
Muffins2017	16113	1983
Morgard82	16033	1983
Ackelova	15999	1983
Kisen82	15911	1983
vixi82	15782	1983
Elvelina	15766	1983
Cecam	15674	1983
Pilkingtonforpresident	15631	1983
Anetten	15582	1983
FreshLinen	15562	1983
Lolli82	15531	1983
Lemonad	15426	1983
Mrs U	15187	1983
cherryblossom	15056	1983
Nisa	15008	1983
Shameless	14992	1983
k03san	14959	1983
TessaCarlsson	14906	1983
authentic	14813	1983
Tyrlöv	14797	1983
Pjoddas	14702	1983
Sebastians mamma	14680	1983
Ewelins	14425	1983
SmUrFtUsS	14414	1983
lillgrodan2010	14406	1983
Elizabett	14369	1983
Inredarpanik	14224	1983
missnea	14220	1983
Hanna1982	14137	1983
Lena Miranda	14121	1983
Liel	13791	1983
Little Mrs Li	13731	1983
carro2012	13256	1983
LadyViolet	13149	1983
fian82	13144	1983
Jelin	13140	1983
Ninnus	13102	1983
charlen	13065	1983
itsafreakshow	13044	1983
Mayflower	13034	1983
Planer för Juni	12897	1983
Lisol	12859	1983
Karolina1982	12762	1983
PeMa	12656	1983
livias	12617	1983
Mirain	12577	1983
Nudelsoppa	12510	1983
Mytilio	12485	1983
Emilia	12356	1983
Ida82	12194	1983
LiaLovLuc	12172	1983
mira 82a	12102	1983
Svardh	11998	1983
babylon	11986	1983
fluffbabe	11946	1983
J0SSAN	11935	1983
Perplex	11929	1983
Elina82	11911	1983
emmeth	11887	1983
Sessan2016	11853	1983
grodan 82	11845	1983
chicko	11786	1983
MammaMew	11699	1983
Änglasöt	11639	1983
trust	11623	1983
Fluffer	11539	1983
lillajag01	11420	1983
Nattluven	11419	1983
MsFrida	11419	1983
Trullis82	11405	1983
Förtrollad	11292	1983
Expat	11209	1983
NikZan	11206	1983
emmy82	11094	1983
Mamma till Lilla A	11092	1983
MissP	11081	1983
Mia therese	11015	1983
TheDummy	10787	1983
flisan82	10776	1983
ostkroken	10757	1983
Lisamaria01	10635	1983
johanna3	10547	1983
miica	10460	1983
Pyret10	10371	1983
ElinMic	10323	1983
Gummiankan	10299	1983
lilja82	10278	1983
Moa83	10266	1983
Yohan	10144	1983
taz99	10080	1983
AaronElina	10066	1983
Zinken	10057	1983
Mollan2	10040	1983
Seven Costanza	906094	1984
Kyssen	596367	1984
Saltlakrits	438570	1984
brokig	409236	1984
finskaflikkan	399549	1984
Lilla Morran	383738	1984
LeaveMeAlone	367762	1984
NicoleSthlm	342485	1984
Sadie	338089	1984
RiNan	328708	1984
Humlemamma	328150	1984
Emmi27	326824	1984
Acelise	319756	1984
Stinis83	304082	1984
Flamma	299494	1984
Mrs B	286674	1984
sleeping angel	277432	1984
jådåsåatt	275533	1984
J1983	270528	1984
Loppan84	268241	1984
enilorac	266545	1984
Miniz1983	264785	1984
juzze	247643	1984
TessaLisa	243173	1984
MissHellen	242304	1984
josse83	240004	1984
FreeForAll	236892	1984
MammAmma	228849	1984
83an	227936	1984
Scraptroll	224653	1984
Trollvinter	218208	1984
Jennypenny83	212250	1984
Symetrical	202660	1984
Cjes83	197575	1984
Ebbis	191053	1984
ForReal	181909	1984
linas fina	176854	1984
SandraS	175932	1984
sandrafia	175915	1984
asaA	172600	1984
sabinaa	167218	1984
mamma83	159636	1984
TinaLi	159192	1984
Mineralvatten	153200	1984
Amy1983	150600	1984
mammiz83	148694	1984
Yarrow	144019	1984
mmiaa	141359	1984
Idizen	140161	1984
Honey Boo	134169	1984
frau M	133643	1984
spaceylisie	133161	1984
Diabetikern Jojo	130777	1984
JECJ	130633	1984
Baby Doll	130272	1984
Helia	129937	1984
pindile	129551	1984
Jsv17	129413	1984
ProosAnna	129335	1984
Tizzan	125649	1984
CathrinLarsson	123734	1984
linnea83	123395	1984
Liten måne	123295	1984
Jw83	122791	1984
The bad seed	122747	1984
Fjällräven	119904	1984
EmmaRoSa	118190	1984
ellla	118030	1984
camas	112181	1984
MickisFlisanNellie	110616	1984
AnAngel	106188	1984
Sandra Forslund	103337	1984
Hundtok	102605	1984
Susstuss	101384	1984
Lilla Jag	98911	1984
pumpkinpie	98876	1984
Bianca1	96827	1984
Miisa	96586	1984
mjauen	96562	1984
Bal	94536	1984
sol1	93502	1984
Midwinter	91511	1984
Terez	90487	1984
burnisen	89410	1984
FruAnna	88408	1984
Fru LB	87672	1984
örnen	83429	1984
SA25	79382	1984
TessLiihten	78941	1984
Västkusttjejen	77463	1984
Izela	76457	1984
HannaS83	75648	1984
Mor till Ella	74641	1984
rundafrida	74016	1984
Rockenrola	73561	1984
piiiinkcat	72762	1984
Marlin16	72204	1984
emzerus	71560	1984
anna ruffs	69046	1984
Maac	68571	1984
Crash Man	66562	1984
lillpuckot	64741	1984
MammaAlex	64147	1984
Um muhammed	63996	1984
KramKalas	63582	1984
Emy	62722	1984
Ripper500	61840	1984
lillfia	61379	1984
neela	61376	1984
MissMe83	60280	1984
EowynAurora	59985	1984
Strawberry Mum	59735	1984
Rusina	58665	1984
Maddeli	58255	1984
MiniFröberg	58106	1984
Clemmentina	57584	1984
Trulle	56999	1984
emmah83	56370	1984
Silversvans	55944	1984
zuzzan	54980	1984
målvakten	54719	1984
Duttan	54537	1984
83a	54217	1984
Naura	54085	1984
lillgarden	54005	1984
mamalin	53814	1984
Unaangelita	53547	1984
Runawaybride	53107	1984
Evelinas	52415	1984
amazonija	52371	1984
Tenshii	51254	1984
copycat83	50928	1984
joseeffin	50829	1984
OojespersmammaoO	50727	1984
Rilliana	50623	1984
Miss Johanna	50492	1984
Sunniva	50246	1984
Amy27	48293	1984
faringe	48133	1984
N3NN3	47719	1984
pckattis	47178	1984
Aquarius	47166	1984
Dumbledore	46998	1984
Annica74	46926	1984
Sissa83	46814	1984
EmLin	46769	1984
PamPam	46336	1984
mbo	46134	1984
KevinsMamma83	46059	1984
deez	45662	1984
Rallarros	44704	1984
Applepie	44115	1984
Saniis	43811	1984
MammaOchMatte	43692	1984
honeybun	43614	1984
Peecock	43245	1984
GöteborgsTösen	42624	1984
Ida04Emma06Thea09	42453	1984
lna	42235	1984
Anna83	42187	1984
Vill Ha Liten 83	42091	1984
AKT83	41893	1984
Ml83	41121	1984
drömmare	40431	1984
Sannis83	40323	1984
marlene83	40254	1984
Angelicious	39485	1984
musan	39028	1984
Dina	38708	1984
gulligavera	38705	1984
Cazza	37786	1984
ialia	37641	1984
Nicolinus	36890	1984
Mysgrodan	36417	1984
susieQ	36404	1984
Cattizzz83	36189	1984
penni	35799	1984
Emmi83	35474	1984
tussilago00	35391	1984
Katarinab	34979	1984
OoSOLINoO	34628	1984
Tove H	34493	1984
Littlestar83	34485	1984
Pim	34418	1984
Vemdär	34377	1984
Annsofie83	34311	1984
sammetrocker	34187	1984
cattis83	34056	1984
Monica83	33474	1984
Sanna83	32822	1984
Nagoyam W	32748	1984
fläck	32473	1984
SaraK83	32168	1984
Systermalin	31974	1984
Annikaojohan	31484	1984
eleonore	31205	1984
Ölandstoka	31054	1984
Asams5	30812	1984
rockmamman	30386	1984
Vattuman83	30384	1984
annis83	29827	1984
LindaPalm	29672	1984
Gunge	29341	1984
Uhngoliant	29299	1984
aanniiee	29131	1984
louisa83	29096	1984
TessJH	28653	1984
tinituss	28430	1984
Martinis	28277	1984
Lolion	28230	1984
Lillfot	28133	1984
CarolineA	27481	1984
UmeAnkan	27437	1984
Cynara	27373	1984
MajaB	27255	1984
EmmaMag	27072	1984
madde1983	26804	1984
November2007	26714	1984
Wicked113	26710	1984
hundtok	26481	1984
saan83	26440	1984
Skabetti	26024	1984
Novaliss	26024	1984
Eaive	25909	1984
halo83	25895	1984
Annna84	25861	1984
Iza2011	25436	1984
gosmagen	25153	1984
Lady Blue	25011	1984
Turitella	25009	1984
villa villekulla	24948	1984
Maya84	24921	1984
Myrtuva	24908	1984
LinaJo83	24876	1984
Lovli	24858	1984
kucke	24855	1984
fantasyforever	24821	1984
sanakan	24741	1984
Linnie83	24688	1984
Emma0709	24397	1984
Bombus	23924	1984
Mariahogergö	23896	1984
GeRDiS	23757	1984
nooova	23643	1984
Livetpålandet	23314	1984
abbi	23302	1984
PearlA	23295	1984
AMCG	23241	1984
babyboom2005	23167	1984
malsjo	23127	1984
anna83	23006	1984
mandalii	22754	1984
millana	22709	1984
a queer star	22690	1984
Mamma0911	22638	1984
SanBog	22489	1984
Cecilia84	22423	1984
Gardenia	22384	1984
PetulaK	22339	1984
lillalorten06	22329	1984
Värmlandstösen	21925	1984
elliot	21889	1984
EmmJay	21887	1984
Lottizz	21853	1984
Francisca	21786	1984
zophieed	21521	1984
soffan83	21452	1984
Van01	21136	1984
LindaLoue	20969	1984
sebbejonte	20876	1984
Emzz	20825	1984
sandslott	20774	1984
MariaC	20715	1984
KCEG	20458	1984
jessica83	20371	1984
AnnaSvea	20237	1984
Tuvaduva	20027	1984
LillWilden	19967	1984
assan	19899	1984
äntligen Vi	19690	1984
princess edition	19604	1984
Jenzia	19595	1984
LillePluttansMamma	19359	1984
Lehla	19309	1984
missH	19276	1984
SmillaK	19271	1984
Lonelyheart	19114	1984
Lillyros	18763	1984
Nenna9	18738	1984
lillastumpan	18555	1984
Honungssmulan	18528	1984
Oo P A oO	18378	1984
Smubben	18373	1984
Mamma1983	18345	1984
Maria1	18073	1984
larssonsophie	17921	1984
Sofie83	17865	1984
Tisse	17783	1984
malingo	17676	1984
sofiaah	17623	1984
kitty3465	17297	1984
Lillajagmedstorahjärtat	17079	1984
Strumpa	17070	1984
sara jolu	16948	1984
mababy	16945	1984
Kattamaja	16749	1984
strumpa	16711	1984
Somelikeithot	16480	1984
Carro 83	16421	1984
Hultis	16264	1984
Fizelisan	16222	1984
Mamma Evve	16159	1984
MrsPJ	16103	1984
svedalatjessi	16041	1984
Karroägget	15997	1984
nadja83	15933	1984
tooba	15895	1984
SA26	15711	1984
MysMalin	15710	1984
TheRoses	15648	1984
Annabola	15648	1984
stellanocte	15579	1984
enmanmedskägg	15534	1984
myheartbelongstoyou	15522	1984
pärlan83	15372	1984
ceciliaL	15367	1984
Cissan83	15365	1984
Erre	15323	1984
Badbollen	15315	1984
Emzi	15112	1984
Sticky	15091	1984
jusstuss	14667	1984
Annanathalia	14591	1984
MammaMoon	14555	1984
star83	14537	1984
Melika	14508	1984
Flerattälska	14351	1984
Tjej84	14299	1984
LillFia	14139	1984
punx4life	14106	1984
Tessie83	13689	1984
majnollnio	13616	1984
LitenOchSkeptisk	13376	1984
Passionsblomma	13296	1984
Jenga	13143	1984
Dincer83	13131	1984
NilssonPettersson	13079	1984
Ssnuttan	12996	1984
Anicol	12939	1984
längtafia	12844	1984
momalolinon	12758	1984
prinsmamma	12675	1984
storkenkankomma	12640	1984
Ellibelli	12629	1984
Marilis	12595	1984
EK83	12533	1984
Ladygum	12443	1984
vikkey	12380	1984
Sockertoppen27	12349	1984
Ambrosia	12348	1984
milamila	12347	1984
Tussilago83	12301	1984
bebba83	12269	1984
Shishii	12204	1984
Ia84	12171	1984
MollyBuz	12165	1984
phantom	12045	1984
PatKay83	11821	1984
